,File Name,Position,date,Time Delay,TeS,LeW,Integration,RMSE,Lat,Lon,Elevation,Orbit,Outlier
14,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/11\CS_LTA__SIR_LRM_1B_20101116T105918_20101116T110040_D001.nc,888,1289865600.0,0.004892571917,0.0,6.5579600187484175,0.0,0.0,77.3112397,-50.874026,2496.0,D,Yes
15,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/11\CS_LTA__SIR_LRM_1B_20101116T105918_20101116T110040_D001.nc,810,1289865600.0,0.004892897502,0.0,7.494811450014822,0.0,0.0,77.5297791,-50.6949094,2487.0,D,Yes
16,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/11\CS_LTA__SIR_LRM_1B_20101116T105918_20101116T110040_D001.nc,846,1289865600.0,0.004892732874,0.0,8.431662881281227,0.0,0.0,77.4289278,-50.7782743,2494.0,D,Yes
17,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/11\CS_LTA__SIR_LRM_1B_20101118T105651_20101118T105808_D001.nc,793,1290038400.0,0.004889390441,0.0,7.026385734323412,0.0,0.0,77.6018588,-51.5136549,2444.0,D,Yes
18,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/11\CS_LTA__SIR_LRM_1B_20101118T105651_20101118T105808_D001.nc,870,1290038400.0,0.004889074054,0.0,10.305365743814036,0.0,0.0,77.38611879999999,-51.6923163,2450.0,D,Yes
19,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/11\CS_LTA__SIR_LRM_1B_20101121T212943_20101121T213239_D001.nc,2786,1290297600.0,0.004895548847,0.0,6.5579600187484175,0.0,0.0,77.3227936,-50.8424656,2497.0,A,Yes
20,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/11\CS_LTA__SIR_LRM_1B_20101123T212813_20101123T213013_D001.nc,1636,1290470400.0,0.004892608234,0.0,6.5579600187484175,0.0,0.0,77.46445849999999,-51.8335108,2444.0,A,Yes
21,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/12\CS_LTA__SIR_LRM_1B_20101215T093408_20101215T093529_D001.nc,819,1292371200.0,0.004817648167,0.0,6.5579600187484175,0.0,0.0,77.47746149999999,-50.9998238,2481.0,D,Yes
22,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/12\CS_LTA__SIR_LRM_1B_20101215T093408_20101215T093529_D001.nc,791,1292371200.0,0.004817787848,0.0,7.963237165589817,0.0,0.0,77.5561457,-50.9344848,2473.0,D,Yes
23,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/12\CS_LTA__SIR_LRM_1B_20101215T093408_20101215T093529_D001.nc,891,1292371200.0,0.004817389609,0.0,5.152682871907018,0.0,0.0,77.2750696,-51.1644954,2479.0,D,Yes
24,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/12\CS_LTA__SIR_LRM_1B_20101215T093408_20101215T093529_D001.nc,888,1292371200.0,0.004817398984,0.0,7.026385734439828,0.0,0.0,77.28350429999999,-51.1577282,2480.0,D,Yes
25,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/12\CS_LTA__SIR_LRM_1B_20101217T093141_20101217T093256_D001.nc,811,1292544000.0,0.004814458354,0.0,12.17906860623043,0.0,0.0,77.5050388,-51.8547328,2439.0,D,Yes
26,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/12\CS_LTA__SIR_LRM_1B_20101220T200518_20101220T200730_D001.nc,1832,1292803200.0,0.0048214713199999,0.0,7.494811450014822,0.0,0.0,77.2742542,-51.0619328,2486.0,A,Yes
27,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/12\CS_LTA__SIR_LRM_1B_20101220T200518_20101220T200730_D001.nc,1839,1292803200.0,0.004821486436,0.0,9.836940028122626,0.0,0.0,77.2939316,-51.0777311,2484.0,A,Yes
28,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/12\CS_LTA__SIR_LRM_1B_20101220T200518_20101220T200730_D001.nc,1833,1292803200.0,0.004821474236,0.0,7.963237165589817,0.0,0.0,77.27706529999999,-51.064187,2486.0,A,Yes
29,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2010/12\CS_LTA__SIR_LRM_1B_20101220T200518_20101220T200730_D001.nc,1943,1292803200.0,0.004821675079,0.0,4.684257156215608,0.0,0.0,77.586187,-51.3177435,2455.0,A,Yes
30,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/01\CS_LTA__SIR_LRM_1B_20110111T081125_20110111T081250_D001.nc,866,1294704000.0,0.004820459154,0.0,11.710642890655436,0.0,0.0,77.5011902,-50.3594321,2504.0,D,Yes
31,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/01\CS_LTA__SIR_LRM_1B_20110111T081125_20110111T081250_D001.nc,908,1294704000.0,0.004820406529,0.0,7.494811449898407,0.0,0.0,77.3831637,-50.4564915,2512.0,D,Yes
32,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/01\CS_LTA__SIR_LRM_1B_20110113T080858_20110113T081017_D001.nc,874,1294876800.0,0.004825296156,0.0,8.900088596972637,0.0,0.0,77.4811265,-51.2513168,2470.0,D,Yes
33,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/01\CS_LTA__SIR_LRM_1B_20110118T184015_20110118T184221_D001.nc,1779,1295308800.0,0.004820595417,0.0,9.368514312547632,0.0,0.0,77.4235729,-51.4565336,2464.0,A,Yes
34,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/01\CS_LTA__SIR_LRM_1B_20110118T184015_20110118T184221_D001.nc,1744,1295308800.0,0.00482043159,0.0,5.152682871790603,0.0,0.0,77.3252033,-51.3764058,2468.0,A,Yes
35,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/01\CS_LTA__SIR_LRM_1B_20110118T184015_20110118T184221_D001.nc,1752,1295308800.0,0.004820471483,0.0,10.305365743814036,0.0,0.0,77.3476894,-51.3946218,2468.0,A,Yes
36,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110209T064625_20110209T064747_D001.nc,952,1297209600.0,0.004894844985,0.0,8.431662881281227,0.0,0.0,77.3033308,-50.7850646,2502.0,D,Yes
37,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110209T064625_20110209T064747_D001.nc,944,1297209600.0,0.0048948503559999,0.0,7.963237165706232,0.0,0.0,77.32574629999999,-50.7669276,2501.0,D,Yes
38,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110209T064625_20110209T064747_D001.nc,895,1297209600.0,0.004894911183,0.0,7.026385734323412,0.0,0.0,77.46302,-50.6545665,2496.0,D,Yes
39,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110211T064358_20110211T064515_D001.nc,866,1297382400.0,0.004898174965,0.0,7.026385734439828,0.0,0.0,77.58291229999999,-51.4332634,2450.0,D,Yes
40,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110211T064358_20110211T064515_D001.nc,872,1297382400.0,0.00489816193,0.0,7.026385734323412,0.0,0.0,77.56611219999999,-51.4473787,2451.0,D,Yes
41,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110211T064358_20110211T064515_D001.nc,892,1297382400.0,0.004898126746,0.0,9.836940028122626,0.0,0.0,77.51010649999999,-51.4941831,2454.0,D,Yes
42,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110211T064358_20110211T064515_D001.nc,914,1297382400.0,0.00489809592,0.0,9.368514312547632,0.0,0.0,77.4484921,-51.5452333,2458.0,D,Yes
43,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110211T064358_20110211T064515_D001.nc,940,1297382400.0,0.004898087259,0.0,6.5579600187484175,0.0,0.0,77.3756643,-51.6049873,2456.0,D,Yes
44,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110211T064358_20110211T064515_D001.nc,942,1297382400.0,0.004898086185,0.0,12.64749432192184,0.0,0.0,77.3700617,-51.6095581,2455.0,D,Yes
45,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110214T171647_20110214T171948_D001.nc,3025,1297641600.0,0.004891389072,0.0,5.152682871790603,0.0,0.0,77.52447699999999,-50.971456,2476.0,A,Yes
46,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110216T171521_20110216T171722_D001.nc,1680,1297814400.0,0.004894887025,0.0,7.963237165589817,0.0,0.0,77.34789959999999,-51.706055,2450.0,A,Yes
47,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/02\CS_LTA__SIR_LRM_1B_20110216T171521_20110216T171722_D001.nc,1676,1297814400.0,0.004894869358,0.0,7.026385734439828,0.0,0.0,77.33669259999999,-51.696945,2451.0,A,Yes
48,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/03\CS_LTA__SIR_LRM_1B_20110310T052129_20110310T052250_D001.nc,897,1299715200.0,0.004874179116,0.0,10.30536574369762,0.0,0.0,77.333598,-51.0174224,2486.0,D,Yes
49,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/03\CS_LTA__SIR_LRM_1B_20110310T052129_20110310T052250_D001.nc,807,1299715200.0,0.004874625594,0.0,8.431662881164812,0.0,0.0,77.58590199999999,-50.8085678,2476.0,D,Yes
50,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/03\CS_LTA__SIR_LRM_1B_20110310T052129_20110310T052250_D001.nc,847,1299715200.0,0.004874397446,0.0,8.900088596856222,0.0,0.0,77.47378429999999,-50.9023268,2485.0,D,Yes
51,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/03\CS_LTA__SIR_LRM_1B_20110310T052129_20110310T052250_D001.nc,796,1299715200.0,0.004874696786,0.0,9.836940028122626,0.0,0.0,77.61672949999999,-50.7825158,2472.0,D,Yes
52,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/03\CS_LTA__SIR_LRM_1B_20110310T052129_20110310T052250_D001.nc,838,1299715200.0,0.004874450997,0.0,10.773791459389033,0.0,0.0,77.49901369999999,-50.8813628,2483.0,D,Yes
53,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/03\CS_LTA__SIR_LRM_1B_20110310T052129_20110310T052250_D001.nc,809,1299715200.0,0.004874612557,0.0,9.836940028122626,0.0,0.0,77.5802968,-50.8132919,2477.0,D,Yes
54,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/03\CS_LTA__SIR_LRM_1B_20110310T052129_20110310T052250_D001.nc,843,1299715200.0,0.004874421066,0.0,10.305365743814036,0.0,0.0,77.4849973,-50.8930191,2484.0,D,Yes
55,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/03\CS_LTA__SIR_LRM_1B_20110312T051902_20110312T052018_D001.nc,845,1299888000.0,0.00486940904,0.0,7.494811450014822,0.0,0.0,77.4898948,-51.7662873,2446.0,D,Yes
56,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/03\CS_LTA__SIR_LRM_1B_20110312T051902_20110312T052018_D001.nc,869,1299888000.0,0.00486931335,0.0,11.242217174964026,0.0,0.0,77.4225974,-51.8219484,2444.0,D,Yes
57,D:\Cryosat_2_data\Cryosat-2_Files\Greenland_Cryosat_2_data_LRM_1B\SIR_LRM_L1/2011/03\CS_LTA__SIR_LRM_1B_20110312T051902_20110312T052018_D001.nc,838,1299888000.0,0.0048694451239999,0.0,8.900088596856222,0.0,0.0,77.50952099999999,-51.7499513,2444.0,D,Yes
