,date,Elevation 1,Elevation 1 sm,Elevation 2,Elevation 2 sm,Elevation 3,Elevation 3 sm
29,2015-02-12,2142.059921641628,2136.4149543815947,2141.542334011509,2140.989704581871,2143.619462535081,2142.406569885315
30,2015-04-14,2134.716401270588,2135.386675557773,2139.878233183904,2140.3678515657853,2143.116675476256,2142.360242656058
31,2015-06-02,2117.1657847618326,2134.5050057112717,2134.654857259038,2140.1938796345203,2136.0943609013248,2142.523530046791
32,2015-08-02,2130.34826153269,2133.8062235176903,2138.2247546571384,2140.1966781873357,2141.1797275054105,2142.394208887231
33,2015-09-29,2139.3914206105355,2133.419399629707,2141.3418074728384,2140.039130990141,2144.4067622135685,2142.077348593928
34,2015-11-22,2133.380562267813,2134.5136128238487,2140.964535527276,2140.0143053235433,2141.7819336252787,2142.0230642451656
35,2016-02-15,2132.6246896266825,2135.9460905301453,2138.748075541471,2139.7558109334905,2140.6318778172968,2141.9536374811605
36,2016-04-17,2139.74465719472,2136.5279260992943,2139.508042557052,2139.4170238040374,2142.28536149732,2141.848824241143
37,2016-06-05,2137.219320871369,2137.112881721792,2138.8013989566016,2139.4905244920938,2142.188294293327,2142.0776006143446
38,2016-08-05,2137.715068653584,2136.71068464305,2139.776640011418,2139.518453723072,2141.980543067072,2142.072818780499
39,2016-09-26,2142.015377270922,2135.842129413821,2141.168703228571,2139.521342412411,2144.570713820357,2141.896882827663
40,2016-11-24,2128.2436940797143,2134.6060181302505,2138.8561583518267,2139.433045105475,2140.423961858336,2141.66355340124
41,2017-02-18,2133.1728747079856,2133.2299787654297,2138.5750880545547,2139.0957737634308,2140.0090648912133,2141.24509285347
42,2017-04-19,2130.6531434800395,2132.774033223024,2139.2485382330037,2138.810862537995,2142.4473280236543,2140.9756831806976
43,2017-06-07,2140.180202658831,2133.6331045748434,2139.1249313505496,2138.894429741732,2140.982395788257,2141.307103037408
44,2017-08-08,2118.8582167211944,2134.1277677915728,2137.396826650248,2138.984149462049,2139.942186760521,2141.5120052752695
45,2017-10-04,2140.086974622061,2133.67414546989,2141.1053148874344,2138.849542554094,2144.4515221068887,2141.178664568196
46,2017-11-27,2103.687193820268,2133.768797407925,2128.042257345008,2138.896310528888,2125.2804859919297,2141.3718507550493
47,2018-01-26,2128.8055070095943,2134.6464539010126,2138.145729279685,2139.0903176392876,2138.5401596352426,2141.73198673913
48,2018-03-18,2138.3691653117057,2134.408291541532,2139.3509501195967,2138.99991931779,2142.7130927376797,2141.6109136334294
49,2018-05-18,2135.2266445342384,2134.4885481470405,2139.234494358121,2139.209406577194,2142.7695130874727,2141.8819147705417
50,2018-07-15,2134.434050229592,2135.0496111268876,2138.94954843348,2139.766787760164,2142.355917182047,2142.419861248717
51,2018-09-05,2133.823475880261,2135.7299243086845,2139.929530317114,2140.243799115732,2141.12381166655,2142.75959347882
52,2018-11-04,2134.15192858048,2137.043999917359,2141.919328575368,2140.762490728663,2143.961044841245,2143.140017640255
53,2018-12-29,2141.8289515091483,2137.6622260119843,2141.280536891177,2140.881944684964,2143.626421793909,2143.36905005107
54,2019-02-25,2141.822942186923,2137.011942595245,2141.8879615455944,2140.517189683241,2144.5605410265725,2143.1538896619254
55,2019-04-27,2137.9136132914846,2135.6232250730736,2139.879930477756,2139.8046796873155,2143.7946320644164,2142.5233129895128
56,2019-06-14,2122.423438902025,2134.7633146582966,2137.601951111612,2139.605328548699,2139.681361748353,2142.2252065067673
57,2019-08-14,2129.378527302032,2133.6225693193437,2137.4374343417107,2139.5459698987156,2139.89315395896,2141.8699727320886
58,2019-10-11,2140.102641246196,2133.713338226609,2141.4206849068737,2139.6401022966247,2144.059090879072,2141.757315962458
59,2019-12-04,2132.645041025236,2135.2407157022685,2140.487993190006,2139.9598366686932,2141.622251844349,2142.0347196867924
60,2020-02-01,2137.3241057074783,2136.550209320642,2140.271213135846,2140.0730830323346,2142.5247460489013,2142.31559125416
61,2020-03-24,2137.4564007773206,2136.781712749391,2139.5267532090074,2139.8582865195144,2141.871156657149,2142.291082424427
62,2020-05-23,2137.95551896102,2135.7805141488825,2139.1548989997477,2139.3780572240025,2142.5043862746084,2141.9728400657064
63,2020-07-15,2138.1528660437098,2133.852858092974,2140.4569255899505,2138.990465717556,2143.0979809828377,2141.554281226145
64,2020-09-12,2127.891561203196,2132.117818974043,2136.532948838983,2138.8233870461167,2139.619702255985,2141.2429381950783
65,2020-10-25,2124.22008230338,2131.886501789575,2138.426905691973,2138.8860177046054,2139.8348539345398,2141.193924585573
66,2020-12-18,2133.710698259063,2132.6005658590416,2138.8531646701026,2139.1993242044277,2141.6507633484766,2141.6054230733325
67,2021-02-01,2137.1329111213868,2133.1941982228973,2140.442830342226,2139.8371782044283,2142.570700984819,2142.354940396454
68,2021-03-15,2158.8015885740588,2132.5143159322656,2149.8759446837385,2140.441524808706,2150.3777846236667,2142.5430514492646
69,2021-05-11,2137.124161142827,2131.7451586921097,2141.0208361739133,2141.243016148363,2145.420494268573,2142.8564602518045
70,2021-06-27,2124.300443634611,2130.8795314606673,2135.30245760051,2141.8670119360977,2138.5913185698078,2143.1114762040847
