,date,Elevation 1,Elevation 1 sm,Elevation 2,Elevation 2 sm,Elevation 3,Elevation 3 sm
71,2018-11-05,3247.2466132280065,3247.721717137245,3247.0512964901445,3247.594233434027,3248.893595866301,3249.0199931218312
72,2018-12-12,3248.33747364288,3247.786070736908,3248.273207648658,3247.662618291181,3249.212074821133,3249.0201134045224
73,2019-01-29,3247.801196364036,3247.8684148417938,3247.6784949272987,3247.754387581592,3248.965713638803,3249.0162517028675
74,2019-03-12,3248.046683272208,3247.9520698178703,3247.9237462294404,3247.848353827325,3249.11232625936,3249.007089409266
75,2019-04-25,3247.080114885342,3248.0428869297284,3246.91019534165,3247.9504657514017,3248.7122125034225,3248.9957985275378
76,2019-05-29,3247.82467143858,3248.099726292843,3247.7371052713024,3248.0139299581183,3248.952983628959,3248.98482741441
77,2019-07-05,3248.52565622368,3248.1373820892354,3248.4841501204014,3248.0568630033426,3249.207747400616,3248.9661131376265
78,2019-08-16,3248.2261188158586,3248.1499421074695,3248.194729577883,3248.0694209488,3248.848776646825,3248.939952634288
79,2019-09-28,3248.4931898024115,3248.136232588879,3248.3857764811096,3248.0482482350903,3249.12395842611,3248.9115786991388
80,2019-11-09,3248.289655260094,3248.0784926452825,3248.2342530382875,3247.9733085170624,3248.847127540301,3248.878977334157
81,2019-12-15,3247.980470456077,3248.0108885333125,3247.870328275516,3247.8896031504983,3248.830451611044,3248.8437071708167
82,2020-02-01,3247.6155951282194,3247.8793164746708,3247.422487389232,3247.7364741929014,3248.6846024109664,3248.7914693697644
83,2020-03-14,3247.637902890792,3247.781378309972,3247.397534469155,3247.619535696605,3248.777927566732,3248.767898525782
84,2020-04-27,3247.82898814852,3247.7300867369204,3247.7146181733983,3247.552125510252,3248.6877206094778,3248.7704954045735
85,2020-06-07,3247.5101038850867,3247.7312620980283,3247.295309083141,3247.5476742066676,3248.7274733439804,3248.79329320338
86,2020-07-20,3247.2506679497037,3247.7397568580714,3247.1014955681485,3247.554001038842,3248.541159039469,3248.8198738987853
87,2020-08-27,3248.477814360723,3247.7559749121597,3248.40907472582,3247.5726449606404,3249.2722034412977,3248.8484459465158
88,2020-09-27,3248.356291102936,3247.7710333783184,3248.27061112687,3247.590902362383,3249.1196811608893,3248.870923743758
89,2020-11-09,3247.4696412245366,3247.7964450736513,3247.2752870289128,3247.619189918124,3248.6606901445807,3248.903922248921
90,2020-12-17,3247.817624908526,3247.807069707763,3247.61658354259,3247.6346907977363,3248.9798108028185,3248.9177178493337
91,2021-02-04,3247.930645939781,3247.744586460408,3247.7900946860877,3247.5729023128974,3249.061832900604,3248.8953405316884
92,2021-03-12,3247.7255859941447,3247.6724752857376,3247.598511794561,3247.4936989126845,3248.7618369690235,3248.8699783692537
93,2021-04-19,3247.871980972331,3247.5980829281675,3247.7046028804875,3247.410953878405,3249.084484249178,3248.84493652393
94,2021-05-23,3247.1062158340314,3247.5304316248944,3246.851403939708,3247.3351784551496,3248.5995062986863,3248.8222370887324
95,2021-07-02,3247.502037770975,3247.44759576283,3247.345378200907,3247.241842719718,3248.7360235383167,3248.793978152368
96,2021-08-05,3247.362957339936,3247.374909517038,3247.0925596963025,3247.1594044056474,3248.8480571400764,3248.7690355584846
