,date,Elevation 1,Elevation 1 sm,Elevation 2,Elevation 2 sm,Elevation 3,Elevation 3 sm
39,2015-03-30,3247.254942449141,3247.5685920640635,3247.137342201856,3247.480966393062,3248.593249250916,3248.8382441839253
40,2015-05-13,3247.638897349274,3247.5091512598387,3247.565956581607,3247.429204536185,3248.9463471258323,3248.8001307828517
41,2015-06-23,3247.67137261504,3247.480503007025,3247.611145623316,3247.402582835718,3248.8303956034547,3248.79709195907
42,2015-08-04,3247.2616949723456,3247.4387027621415,3247.219835271809,3247.3567789190124,3248.586249298956,3248.803331486147
43,2015-09-16,3247.5314654616063,3247.3632462541536,3247.417788951017,3247.270417724387,3248.977872246415,3248.800289699115
44,2015-10-28,3247.168455369841,3247.347757550439,3247.0536076041094,3247.24762478713,3248.733314553554,3248.83412391473
45,2015-12-09,3247.0883907739653,3247.369386389378,3246.9504040697966,3247.263837963299,3248.78748689997,3248.886231423064
46,2016-01-23,3247.6965772200524,3247.370465608808,3247.6208462471227,3247.269008956371,3249.0516053367705,3248.89710404715
47,2016-03-02,3247.5128274272547,3247.361220369632,3247.412151419814,3247.269218188887,3249.0315476950072,3248.885160028717
48,2016-04-15,3247.33412080526,3247.360361877192,3247.2456107126923,3247.2774772124353,3248.833801547356,3248.8562898638534
49,2016-05-19,3246.8197085233564,3247.4141400608028,3246.6614518469,3247.343456902708,3248.643545310042,3248.8358458025723
50,2016-06-25,3247.229054537532,3247.5093751178147,3247.140575875572,3247.4481749024594,3248.7557107938715,3248.835101796114
51,2016-08-07,3247.978395075322,3247.6122775841304,3247.985710371954,3247.54236211998,3248.8688118738746,3248.8728787834175
52,2016-09-18,3248.360113344994,3247.707055316325,3248.309919114653,3247.631723195054,3249.165399832897,3248.9191374696397
53,2016-10-30,3247.6207292000613,3247.6801537280317,3247.543828972499,3247.593255253285,3248.845039141041,3248.9287982467026
54,2016-12-12,3247.6142752951228,3247.5182373403495,3247.476593089601,3247.4026858985776,3249.0210571376388,3248.914081382509
55,2017-01-23,3247.1136848761766,3247.300003979299,3247.0035743121457,3247.168271073892,3248.6796442088626,3248.8553695868645
56,2017-03-06,3247.9975126972054,3247.1167918518086,3247.916377853436,3246.976144073151,3249.2113701147323,3248.8008830717554
57,2017-04-19,3246.724443156639,3246.991390760345,3246.6090489177227,3246.84542144693,3248.5407945090765,3248.7699547426278
58,2017-05-29,3246.8150593461737,3246.912897447072,3246.6569458499253,3246.7646338144077,3248.7227198561604,3248.761747280098
59,2017-07-16,3246.8697552426934,3246.9407649785285,3246.7341394342093,3246.7966708050626,3248.7347501532554,3248.8044143347447
60,2017-08-22,3247.0932067837944,3247.003306971522,3246.967393852229,3246.852312641563,3248.8479322860658,3248.8714981991643
61,2017-10-09,3248.204620240226,3247.0752800956748,3248.161153149685,3246.9206943129075,3249.094945744195,3248.9401487567693
62,2017-11-15,3247.191926428719,3247.142199849477,3246.992597555988,3246.978222386016,3249.0581460831227,3248.991145081529
63,2018-01-02,3247.018402676255,3247.217340022786,3246.8984962651166,3247.039040373477,3248.7974423641576,3249.0399995179087
64,2018-02-08,3247.3207111834763,3247.2452491506247,3247.1152269201025,3247.0702027710695,3249.107262732322,3249.0249640204834
65,2018-03-15,3247.8998207276186,3247.263477821082,3247.7983516565914,3247.0926237703143,3249.382944081279,3249.0100913285733
66,2018-04-21,3246.985164353428,3247.304793853715,3246.8555472922344,3247.1405963674333,3248.798817960487,3248.985128830606
67,2018-06-01,3247.3198784673987,3247.364548682599,3247.161154105539,3247.2142145585617,3249.051833997405,3248.9569128822627
68,2018-07-09,3246.230042781424,3247.428684494761,3246.055865314283,3247.2923186127086,3248.4808849953333,3248.954117531355
69,2018-08-17,3247.529191491872,3247.5278604390364,3247.4236818883574,3247.3996219611136,3248.974821588263,3248.974687589622
70,2018-09-24,3247.830596372496,3247.653988810281,3247.694264888004,3247.5319684431506,3249.226896129347,3249.010409524455
71,2018-11-05,3247.2466132280065,3247.758679417154,3247.0512964901445,3247.635910451707,3248.893595866301,3249.0513136230306
72,2018-12-12,3248.33747364288,3247.8271159319575,3248.273207648658,3247.703698105795,3249.212074821133,3249.0592395264603
73,2019-01-29,3247.801196364036,3247.8863136010214,3247.6784949272987,3247.7807298908915,3248.965713638803,3249.0167477082746
74,2019-03-12,3248.046683272208,3247.931694710357,3247.9237462294404,3247.843093010259,3249.11232625936,3248.9936367871
75,2019-04-25,3247.080114885342,3247.998445527735,3246.91019534165,3247.9286992746006,3248.7122125034225,3248.9787559413967
76,2019-05-29,3247.82467143858,3248.0785126582737,3247.7371052713024,3248.020231837377,3248.952983628959,3248.9749353240604
77,2019-07-05,3248.52565622368,3248.155804366496,3248.4841501204014,3248.104758464336,3249.207747400616,3248.9765860459856
78,2019-08-16,3248.2261188158586,3248.258106050423,3248.194729577883,3248.1995953396186,3248.848776646825,3248.9815853934206
79,2019-09-28,3248.4931898024115,3248.2694599694437,3248.3857764811096,3248.197663339729,3249.12395842611,3248.950650591769
80,2019-11-09,3248.289655260094,3248.1409455858097,3248.2342530382875,3248.041381910661,3248.847127540301,3248.8848227575622
81,2019-12-15,3247.980470456077,3248.010039547587,3247.870328275516,3247.8809623736015,3248.830451611044,3248.837571223031
82,2020-02-01,3247.6155951282194,3247.853130297541,3247.422487389232,3247.699485198301,3248.6846024109664,3248.77682268191
83,2020-03-14,3247.637902890792,3247.7170469247512,3247.397534469155,3247.542509012498,3248.777927566732,3248.734584167282
84,2020-04-27,3247.82898814852,3247.6281171984156,3247.7146181733983,3247.435322070912,3248.6877206094778,3248.7128222176275
85,2020-06-07,3247.5101038850867,3247.7065291933322,3247.295309083141,3247.503906998217,3248.7274733439804,3248.7692542485847
86,2020-07-20,3247.2506679497037,3247.806302682207,3247.1014955681485,3247.606563653726,3248.541159039469,3248.84142409232
87,2020-08-27,3248.477814360723,3247.802913330128,3248.40907472582,3247.589715912526,3249.2722034412977,3248.871510912913
88,2020-09-27,3248.356291102936,3247.8479042875792,3248.27061112687,3247.63152108227,3249.1196811608893,3248.914110397478
89,2020-11-09,3247.4696412245366,3247.910086124853,3247.2752870289128,3247.719438913215,3248.6606901445807,3248.9636808185173
90,2020-12-17,3247.817624908526,3247.8510668777203,3247.61658354259,3247.6756324820526,3248.9798108028185,3248.9407159992916
91,2021-02-04,3247.930645939781,3247.773727681915,3247.7900946860877,3247.611743910185,3249.061832900604,3248.9154591873826
92,2021-03-12,3247.7255859941447,3247.7297003923386,3247.598511794561,3247.570767960032,3248.7618369690235,3248.900552263372
93,2021-04-19,3247.871980972331,3247.6334505696195,3247.7046028804875,3247.466388720225,3249.084484249178,3248.8522959489196
94,2021-05-23,3247.1062158340314,3247.5389355029765,3246.851403939708,3247.3529608572403,3248.5995062986863,3248.8207633784027
95,2021-07-02,3247.502037770975,3247.420677707417,3247.345378200907,3247.2106280715534,3248.7360235383167,3248.7826049195073
96,2021-08-05,3247.362957339936,3247.3216786932926,3247.0925596963025,3247.0904602070987,3248.8480571400764,3248.75189354906
