,date,TeS,LeW,Integration,RMSE,Lat,Lon,Elevation,#Samples,Std-Int,Std-LeW,Std-TeS,Std-RMSE,Position,Time Delay,elevation of avg coord
0,08-01-2010,-2116.455258351971,8.849295446987218,2774584.0240963856,5014.829292437621,66.49673930481927,-46.43089050481928,2111.120481927711,83.0,926873.9327483351,6.888314367660434,1847.6409369445855,1461.774158638521,1794.144578313253,0.004891575674518062,2112
1,09-26-2010,-1905.7869382068934,11.698396466685356,3263014.6928104577,4945.445564823192,66.48024487385618,-46.062121908496714,2194.640522875817,153.0,1013822.5371870358,7.6117657267258725,1388.2936982791648,1087.458160156981,2740.6928104575163,0.004807198801130706,2197
2,10-24-2010,-1954.357378593708,11.189553928859091,3062852.8639053255,5110.124416028449,66.48100814378695,-46.33304486745564,2136.3313609467455,169.0,869626.693479743,6.685464278333183,1357.2570105502925,1080.3335219184446,2406.846153846154,0.004874278891514784,2147
3,11-22-2010,-2266.444205415957,7.084136849996468,2717493.4383561644,5260.2545062804065,66.47020558219175,-46.60911768356164,2082.6849315068494,73.0,544370.1784068904,3.929959621748313,1980.4633643023008,1200.6615836272858,624.6849315068494,0.004890254071726012,2086
4,12-19-2010,-1971.71714462138,9.757499409682248,3210116.111111111,4986.536123417112,66.49385780818707,-45.99709309239764,2203.906432748538,171.0,874413.8499735455,5.097286435099134,1450.2086486890646,916.3289966439747,2693.8304093567253,0.0048096237098245445,2206
5,01-17-2011,-2242.44761803348,11.405621494406828,3247189.0755813955,5116.142662685175,66.47481859767437,-46.25320856686047,2155.4302325581393,172.0,736745.4895146622,7.476218266433786,1935.0675825646904,1165.8671908346864,2815.8313953488373,0.004824035340872085,2165
6,02-15-2011,-2022.1285231455158,9.563091148213985,3036801.953846154,5067.729143663199,66.49429849846152,-46.53057642615386,2092.4692307692308,130.0,826763.919558913,5.262199733623895,1390.6088759526367,875.9924034584957,3355.892307692308,0.004890914417261527,2094
7,03-14-2011,-2426.2456962824454,11.581656099361219,3116808.4782608696,4961.33700340224,66.49612957391304,-45.97115433913044,2208.8260869565215,69.0,868585.6576126164,6.505040766446631,1820.111950844603,873.1667425028943,819.7971014492754,0.004878430421492737,2210
8,04-12-2011,-2530.0413812002416,8.62148245228485,2987468.594771242,5194.923424587007,66.47612446339866,-46.19807914901957,2165.503267973856,153.0,632888.6671025648,5.383260159386221,1828.7200054999319,1075.7248088183812,2217.6797385620916,0.004801420193535937,2168
9,05-11-2011,-1899.3553679644322,9.05232695445399,3044302.075,5244.068897642027,66.51702408916668,-46.47387300083333,2098.641666666667,120.0,746027.1801698342,6.298998131511872,1386.8089367545015,1148.4351831398887,1959.8416666666667,0.004836886531908321,2095
10,06-08-2011,-1941.6272518290314,8.234431000980303,3109703.8105263156,5040.507429067862,66.5083593821053,-46.022229774736836,2192.0315789473684,95.0,724290.2090163756,4.7429799569156765,1394.0887436073242,1139.661174170027,2389.1157894736843,0.004890200719736834,2196
11,07-06-2011,-2649.4923659985684,13.183679732214367,3202081.132075472,5129.101494643652,66.49703713773583,-46.144187491823914,2171.9937106918237,159.0,965543.7900366131,8.796632826794275,2094.6822044097007,1221.420468544859,2776.9182389937105,0.004838558345716974,2176
12,08-04-2011,-2728.5454161893617,9.371933478308012,2645234.715328467,5340.856603538307,66.4745519627737,-46.39919312043792,2122.5547445255474,137.0,657160.0339621258,6.707436074957425,1675.79772482233,1313.418342153192,2448.92700729927,0.004801517316540129,2125
13,09-02-2011,-2866.98511194522,8.738909856010709,2416884.9784946237,5786.842730121031,66.49735157096772,-46.65211469032258,2067.6236559139784,93.0,689445.8152229157,5.679987600926554,1915.3161461023474,1472.6976241221487,3202.8494623655915,0.0048701240235376215,2070
14,09-29-2011,-1865.077828016228,11.449129147542228,3277543.8650306747,5176.315284172836,66.48776357423311,-46.070973334969366,2191.40490797546,163.0,989606.9207921074,7.0022672894154265,1561.7078735137484,1130.0066235079403,2835.8098159509204,0.004885639055552135,2191
15,10-28-2011,-2117.753136570545,10.106035651993304,3138617.0567375887,4969.7679252105045,66.47416989078013,-46.346928046099286,2134.9574468085107,141.0,932669.3604431833,7.438605851260126,1509.0536548970645,1072.6525618778182,2480.567375886525,0.004822125584446799,2143
