,date,EV1 Pred,EV2 Pred,EV3 Pred,EV1 Conf,EV2 Conf,EV3 Conf,Elevation 1,Elevation 2,Elevation 3,EV1 c0,EV1 c1,EV1 c2,EV1 c0 SE,EV1 c1 SE,EV1 c2 SE,EV2 c0,EV2 c1,EV2 c2,EV2 c0 SE,EV2 c1 SE,EV2 c2 SE,EV3 c0,EV3 c1,EV3 c2,EV3 c0 SE,EV3 c1 SE,EV3 c2 SE,EV1 r2,EV2 r2,EV3 r2,EV1 pv,EV2 pv,EV3 pv,Proj_x,Proj_y,#Samples
0,07-29-2010,2475.6340844353936,2475.5124589942598,2476.797431453726,0.2846236812959644,0.28551125895535273,0.28110380764899806,2475.6340844353936,2475.5124589942593,2476.797431453726,1466.8853395462556,0.0018864328164149755,-0.0009435687395776215,20.26947583017541,1.2619098740910575e-05,1.4770430401911706e-05,1471.7638746362754,0.0018811706976008724,-0.0009393257152776509,20.332684674300413,1.265845045636662e-05,1.4816490884222932e-05,1457.6368137869213,0.001898282805740361,-0.0009524987870688502,20.018808023821126,1.2463041335871857e-05,1.4587767987808035e-05,0.9889549183801802,0.9888186319434734,0.9893676324873475,1.8125272631837082e-304,1.2128768085805649e-303,4.951620333044167e-307,-141392.10264398938,-1358325.2336779449,313.0
1,09-23-2010,2476.52262045039,2476.4983800631953,2477.233420140595,0.24402547123420865,0.24175537276622233,0.25231612979463025,2476.5226204503906,2476.4983800631953,2477.233420140595,1570.169920476715,0.0018199709825245645,-0.0008610621506737861,17.03020821177534,1.2446519877270779e-05,1.2522844603047155e-05,1569.2820172741758,0.0018205592101814886,-0.0008617609909593008,16.871781104232543,1.2330733498231297e-05,1.2406348197131407e-05,1572.9076816545771,0.0018229350756911332,-0.0008598832561752812,17.608802080611838,1.2869384941501826e-05,1.2948302766424476e-05,0.9853855235196025,0.9856638430236361,0.9844252898901056,0.0,0.0,0.0,-143828.47132248315,-1356445.3650074021,380.0
2,11-08-2010,2476.2055307641276,2476.0806179637593,2477.2768964592888,0.1808829327400277,0.18317623346151707,0.1760354153811259,2476.2055307641276,2476.0806179637593,2477.2768964592888,1519.2973996784276,0.0018828551382723319,-0.000904990030303874,12.330230113460477,1.0050509624507205e-05,8.987000167315305e-06,1523.743503170363,0.001883115585286223,-0.000901649514866065,12.486557331198348,1.0177933702727102e-05,9.100940679295896e-06,1503.475768143593,0.0018852680815559576,-0.0009176938450584077,11.999789846888289,9.781164036553985e-06,8.746155778877647e-06,0.9877972366933878,0.9874712033234497,0.9885317604068035,0.0,0.0,0.0,-143731.86605249016,-1356850.1387552547,577.0
3,12-13-2010,2475.794550967656,2475.692059464065,2476.914180292471,0.2272117760422889,0.22583411888355207,0.22735326364187874,2475.794550967656,2475.692059464065,2476.914180292471,1628.8972124379366,0.001847412768059914,-0.0008201656176779438,16.06495786417128,1.0213336302968308e-05,1.1827367084363803e-05,1628.6922803761988,0.0018487475530349696,-0.0008203828062058826,15.96755092251632,1.0151409601275272e-05,1.1755654001437653e-05,1615.7653370360401,0.001845607455025669,-0.000830475218532456,16.074961713266337,1.0219696274528508e-05,1.183473213296861e-05,0.9881294346528973,0.9882867408481739,0.9881301100617027,0.0,0.0,0.0,-146677.89511906262,-1356675.8297071815,442.0
4,01-19-2011,2475.550582632652,2475.3362300801905,2476.942511125632,0.2091364855426271,0.2104395870971005,0.20872432562231233,2475.550582632652,2475.33623008019,2476.942511125632,1511.111080939848,0.0018877197763278602,-0.0009110559855689032,13.65669066535696,1.0283832144798006e-05,1.0007264194640024e-05,1517.7595203378855,0.0018863160948528036,-0.0009058501001768156,13.74178368385402,1.0347909331604164e-05,1.0069618123427444e-05,1499.0244409594095,0.0018889656902629714,-0.000921119974093411,13.629776468512908,1.026356507648413e-05,9.987542178157055e-06,0.9873729286859949,0.9871737044356007,0.9874888800752274,0.0,0.0,0.0,-140216.14176344904,-1357992.539862188,535.0
5,02-24-2011,2475.4324917894883,2475.179192241349,2476.8686967812055,0.20387436479019883,0.2072948282988864,0.20104121462045516,2475.432491789488,2475.179192241349,2476.8686967812055,1573.1926756712726,0.001879448436685662,-0.000864345873439298,14.422812982030734,9.1900012235083e-06,1.0616873547773664e-05,1581.1868280593142,0.0018847832612775032,-0.0008588350785318473,14.664788992876396,9.344184726996963e-06,1.0794996131207548e-05,1561.5582525934042,0.0018728094680777094,-0.0008732721862946481,14.222385649792843,9.06229191806382e-06,1.0469335640672013e-05,0.9879497117193148,0.9875875038512442,0.988238371364309,0.0,0.0,0.0,-146456.87443669638,-1356088.073883268,581.0
6,04-03-2011,2475.8370571238897,2475.6795682374236,2477.15165306059,0.20544582520874993,0.20627041035262406,0.20165142639865874,2475.8370571238897,2475.6795682374236,2477.1516530605904,1567.2109684046616,0.0018824121512035401,-0.000869366252275029,13.65368825665097,1.2252454981387918e-05,9.979159866538499e-06,1569.5943586639808,0.0018821079236382816,-0.0008674617010869742,13.708489216889326,1.2301631898689383e-05,1.0019212600479598e-05,1550.666609624414,0.0018826722470868373,-0.0008825532823364277,13.401516968079974,1.2026163205661338e-05,9.794853798090277e-06,0.9835710508374704,0.9834197663596036,0.984280885222857,0.0,0.0,0.0,-143023.81129300813,-1357258.9909470167,521.0
7,05-19-2011,2475.699859724781,2475.47823134901,2477.0480511208552,0.2236137241003445,0.22541092972338808,0.22147538957347582,2475.699859724781,2475.47823134901,2477.0480511208552,1569.9195074021295,0.001898979655731428,-0.0008690282219104353,14.407110703319333,1.1477628241602743e-05,1.0591321090009894e-05,1575.695473982537,0.0019019184635348,-0.0008649208713873164,14.522902077350091,1.15698750752724e-05,1.067644458541905e-05,1557.1261713674844,0.0018939490615573983,-0.00087891437980454,14.269340884524343,1.1367871969467098e-05,1.0490040242141206e-05,0.9836764803703333,0.9834293304557475,0.9839827106217949,0.0,0.0,0.0,-147637.01529224563,-1356347.2905350325,552.0
8,06-26-2011,2476.031673449805,2475.9285337485535,2477.2025548977513,0.2137268578531121,0.21383430827391273,0.2105902600050012,2476.0316734498056,2475.9285337485535,2477.2025548977513,1554.3670116683468,0.001874040462297333,-0.0008780849943248604,13.911461010845153,1.33966001770436e-05,1.0201187567978662e-05,1556.0721655829875,0.0018728853171757383,-0.000876629914638716,13.918454948594475,1.3403335270332344e-05,1.0206316178896233e-05,1536.9055587884905,0.0018731893202251484,-0.0008917239186881111,13.707300152883784,1.3199995278120441e-05,1.0051477684560971e-05,0.9813024093122813,0.9812510431012791,0.981973907409573,0.0,0.0,0.0,-142380.64785846346,-1357151.9444798087,500.0
9,08-06-2011,2476.219852172462,2476.127643723154,2477.242143947907,0.2022481552121927,0.2039665433131301,0.2009570962546302,2476.219852172462,2476.127643723154,2477.2421439479067,1515.0228476659256,0.001882154859943194,-0.0009080759541654066,13.699552866063403,1.0502732234022104e-05,1.0068827386825002e-05,1522.0163706003252,0.001879549338343202,-0.0009025782041740889,13.8159502127247,1.0591968005195526e-05,1.0154376514104935e-05,1492.8277511494261,0.0018894963171223343,-0.0009259631394100821,13.612101237998989,1.0435687634685938e-05,1.0004552635941806e-05,0.9858702808355675,0.9855676672791112,0.9862375834123314,0.0,0.0,0.0,-142132.9506037763,-1357754.610875718,562.0
